bin_id,pgn,count,iat_count,jitter_count,sum_iat,max_iat,sum_jitter
1774596409,129539,1,1,1,270,270,50
1774596409,129540,1,1,1,320,320,30
1774596409,129793,1,1,1,399,399,189
1774596409,130306,4,4,4,270,110,131
1774596409,130310,2,2,2,270,151,123
1774596409,130311,2,2,2,270,159,147
1774596409,130323,1,1,1,269,269,51
1774596409,130577,1,1,1,320,320,30
1774596409,130578,4,4,4,261,90,91
1774596409,130843,11,11,11,290,71,162
1774596409,65280,26,26,26,731,91,382
1774596409,126992,7,7,7,669,319,1133
1774596409,127245,53,53,53,720,49,515
1774596409,127250,107,107,107,730,60,1123
1774596409,127251,28,28,28,730,90,437
1774596409,127252,27,27,27,730,80,412
1774596409,127257,27,27,27,731,72,471
1774596409,127258,27,27,27,730,71,430
1774596409,127488,54,54,54,730,71,1360
1774596409,127493,54,54,54,730,71,1292
1774596409,129025,44,44,44,730,40,465
1774596409,129026,14,14,14,740,99,515
1774596409,129029,6,6,6,890,349,1647
1774596409,129038,1,1,1,50,50,660
1774596409,129539,2,2,2,630,360,180
1774596409,129540,3,3,3,890,350,210
1774596409,129793,2,2,2,760,529,466
1774596409,130306,10,10,10,731,202,470
1774596409,130310,5,5,5,739,249,375
1774596409,130311,5,5,5,731,241,371
1774596409,130312,1,1,1,630,630,29
1774596409,130314,1,1,1,620,620,10
1774596409,130316,1,1,1,629,629,19
1774596409,130323,2,2,2,630,360,181
1774596409,130577,3,3,3,890,351,213
1774596409,130578,11,11,11,740,100,325
1774596409,130843,27,27,27,730,79,535
1774596410,65280,7,7,7,229,79,194
1774596410,126992,1,1,1,190,190,151
1774596410,127245,16,16,16,230,40,321
1774596410,127250,28,28,28,230,60,332
1774596410,127251,8,8,8,230,70,197
1774596410,127252,8,8,8,230,70,198
1774596410,127257,7,7,7,230,80,155
1774596410,127258,7,7,7,230,89,190
1774596410,127488,14,14,14,230,79,407
1774596410,127493,14,14,14,230,79,407
1774596410,129025,12,12,12,270,40,132
1774596410,129026,5,5,5,260,70,130
1774596410,129029,2,2,2,191,180,339
1774596410,129540,1,1,1,200,200,70
1774596410,130306,2,2,2,200,140,169
1774596410,130310,1,1,1,200,200,90
1774596410,130311,1,1,1,200,200,90
1774596410,130578,4,4,4,250,71,34
1774596410,130843,7,7,7,230,80,177
1774596410,65280,28,28,28,771,71,502
1774596410,126992,8,8,8,881,349,1339
1774596410,127245,56,56,56,780,69,1152
1774596410,127250,111,111,111,770,60,1216
1774596410,127251,31,31,31,780,79,616
1774596410,127252,28,28,28,780,80,554
1774596410,127257,27,27,27,750,70,571
1774596410,127258,28,28,28,759,70,457
1774596410,127488,55,55,55,771,71,1410
1774596410,127493,55,55,55,771,70,1438
1774596410,129025,43,43,43,719,40,396
1774596410,129026,13,13,13,740,99,390
1774596410,129029,4,4,4,529,250,941
1774596410,129539,3,3,3,1110,450,483
1774596410,129540,3,3,3,640,260,200
1774596410,129793,2,2,2,821,681,693
1774596410,130306,12,12,12,809,110,384
1774596410,130310,6,6,6,801,151,159
1774596410,130311,6,6,6,809,160,220
1774596410,130312,3,3,3,1380,721,664
1774596410,130314,3,3,3,1389,730,719
1774596410,130316,2,2,2,1380,721,154
1774596410,130323,3,3,3,1111,451,512
1774596410,130577,2,2,2,720,460,391
1774596410,130578,11,11,11,750,100,309
1774596410,130843,28,28,28,759,78,547
1774596411,65280,10,10,10,269,70,204
1774596411,126992,3,3,3,269,220,430
1774596411,127245,21,21,21,270,60,250
1774596411,127250,42,42,42,270,50,368
1774596411,127251,11,11,11,260,70,190
1774596411,127252,10,10,10,269,70,168
1774596411,127257,11,11,11,290,62,156
1774596411,127258,11,11,11,281,70,177
1774596411,127488,21,21,21,270,70,481
1774596411,127493,21,21,21,270,70,513
1774596411,129025,17,17,17,281,40,158
1774596411,129026,5,5,5,270,91,172
1774596411,129029,2,2,2,390,381,743
1774596411,129539,1,1,1,269,269,122
1774596411,129540,1,1,1,280,280,160
1774596411,129793,1,1,1,239,239,99
1774596411,130306,4,4,4,261,110,135
1774596411,130310,2,2,2,260,150,81
1774596411,130311,2,2,2,261,151,91
1774596411,130323,1,1,1,260,260,140
1774596411,130577,1,1,1,400,400,140
1774596411,130578,4,4,4,270,100,140
1774596411,130843,11,11,11,281,70,173
1774596411,65280,28,28,28,730,81,393
1774596411,126992,7,7,7,621,270,1013
1774596411,127245,57,57,57,730,61,624
1774596411,127250,113,113,113,730,69,1157
1774596411,127251,30,30,30,730,79,485
1774596411,127252,28,28,28,721,72,382
1774596411,127257,28,28,28,729,78,439
1774596411,127258,29,29,29,729,79,500
1774596411,127488,56,56,56,720,79,1239
1774596411,127493,56,56,56,720,71,1239
1774596411,129025,46,46,46,729,41,518
1774596411,129026,15,15,15,750,99,532
1774596411,129029,6,6,6,850,310,1541
1774596411,129038,7,7,7,2480,2050,4158
1774596411,129539,2,2,2,581,310,80
1774596411,129540,3,3,3,840,320,140
1774596411,130306,11,11,11,699,120,376
1774596411,130310,6,6,6,700,150,300
1774596411,130311,6,6,6,690,159,328
1774596411,130312,2,2,2,580,579,767
1774596411,130314,2,2,2,571,571,743
1774596411,130316,1,1,1,580,580,79
1774596411,130323,2,2,2,590,319,107
1774596411,130577,3,3,3,850,311,223
1774596411,130578,12,12,12,750,99,401
1774596411,130843,28,28,28,730,79,535
1774596412,65280,8,8,8,261,91,282
1774596412,126992,2,2,2,371,370,699
1774596412,127245,16,16,16,260,69,306
1774596412,127250,32,32,32,270,60,421
1774596412,127251,9,9,9,270,90,258
1774596412,127252,8,8,8,270,90,266
1774596412,127257,8,8,8,271,81,232
1774596412,127258,8,8,8,271,82,237
1774596412,127488,16,16,16,279,90,491
1774596412,127493,16,16,16,279,90,427
1774596412,129025,13,13,13,271,50,136
1774596412,129026,3,3,3,249,100,121
1774596412,129038,1,1,1,310,310,280
1774596412,129539,1,1,1,410,410,139
1774596412,129540,1,1,1,160,160,100
1774596412,130306,3,3,3,300,150,202
1774596412,130310,2,2,2,300,151,43
1774596412,130311,2,2,2,309,158,57
1774596412,130312,1,1,1,680,680,679
1774596412,130314,1,1,1,681,681,681
1774596412,130316,1,1,1,681,681,101
1774596412,130323,1,1,1,410,410,139
1774596412,130577,1,1,1,401,401,122
1774596412,130578,3,3,3,249,100,148
1774596412,130843,8,8,8,270,90,269
1774596412,65280,29,29,29,750,71,521
1774596412,126992,7,7,7,639,300,1052
1774596412,127245,58,58,58,741,70,1255
1774596412,127250,115,115,115,730,60,1154
1774596412,127251,31,31,31,740,71,485
1774596412,127252,29,29,29,740,71,432
1774596412,127257,28,28,28,709,70,398
1774596412,127258,28,28,28,709,70,458
1774596412,127488,58,58,58,732,71,1224
1774596412,127493,58,58,58,732,70,1251
1774596412,129025,46,46,46,709,41,446
1774596412,129026,15,15,15,711,90,469
1774596412,129029,6,6,6,1011,401,1902
1774596412,129038,2,2,2,551,441,462
1774596412,129539,2,2,2,600,340,230
1774596412,129540,3,3,3,861,341,181
1774596412,129793,2,2,2,1661,1441,2423
1774596412,130306,11,11,11,710,120,319
1774596412,130310,6,6,6,710,150,259
1774596412,130311,6,6,6,710,160,307
1774596412,130312,1,1,1,600,600,80
1774596412,130314,1,1,1,608,608,73
1774596412,130316,1,1,1,600,600,81
1774596412,130323,2,2,2,600,340,230
1774596412,130577,2,2,2,609,340,203
1774596412,130578,13,13,13,761,99,348
1774596412,130843,29,29,29,710,70,458
1774596413,65280,9,9,9,230,71,145
1774596413,126992,3,3,3,269,229,464
1774596413,127245,18,18,18,249,69,366
1774596413,127250,39,39,39,260,60,427
1774596413,127251,10,10,10,240,71,136
1774596413,127252,9,9,9,249,79,161
1774596413,127257,10,10,10,271,71,192
1774596413,127258,10,10,10,280,70,175
1774596413,127488,18,18,18,249,78,490
1774596413,127493,18,18,18,249,79,494
1774596413,129025,16,16,16,280,42,181
1774596413,129026,5,5,5,269,91,171
1774596413,129029,2,2,2,269,259,498
1774596413,129539,1,1,1,270,270,70
1774596413,129540,1,1,1,259,259,82
1774596413,129793,1,1,1,530,530,310
1774596413,130306,4,4,4,261,112,158
1774596413,130310,2,2,2,270,160,100
1774596413,130311,2,2,2,261,151,83
1774596413,130323,1,1,1,269,269,71
1774596413,130577,1,1,1,260,260,80
1774596413,130578,3,3,3,219,100,118
1774596413,130843,10,10,10,279,79,167
1774596413,65280,25,25,25,750,140,685
1774596413,126992,8,8,8,821,301,1443
1774596413,127245,52,52,52,750,69,795
1774596413,127250,101,101,101,740,61,1144
1774596413,127251,28,28,28,750,140,641
1774596413,127252,26,26,26,741,81,451
1774596413,127257,26,26,26,749,80,496
1774596413,127258,26,26,26,741,80,461
1774596413,127488,52,52,52,749,70,1422
1774596413,127493,52,52,52,749,70,1391
1774596413,129025,41,41,41,741,41,442
1774596413,129026,13,13,13,750,100,432
1774596413,129029,4,4,4,600,331,1124
1774596413,129038,1,1,1,800,800,690
1774596413,129539,3,3,3,860,340,150
1774596413,129540,2,2,2,600,350,191
1774596413,129793,2,2,2,599,330,322
1774596413,129794,1,1,1,6940,6940,6360
1774596413,130306,10,10,10,759,190,572
1774596413,130310,5,5,5,750,230,360
1774596413,130311,5,5,5,759,239,405
1774596413,130312,3,3,3,1130,610,369
1774596413,130314,3,3,3,1121,601,357
1774596413,130316,2,2,2,1129,609,98
1774596413,130323,3,3,3,861,341,153
1774596413,130577,3,3,3,861,341,162
1774596413,130578,11,11,11,750,101,337
1774596413,130843,26,26,26,741,80,484
1774596414,65280,10,10,10,279,71,190
1774596414,126992,3,3,3,280,220,430
1774596414,127245,20,20,20,269,42,163
1774596414,127250,41,41,41,270,60,451
1774596414,127251,12,12,12,279,71,210
1774596414,127252,11,11,11,279,71,171
1774596414,127257,10,10,10,271,70,209
1774596414,127258,10,10,10,270,70,231
1774596414,127488,22,22,22,271,70,525
1774596414,127493,22,22,22,271,70,513
1774596414,129025,17,17,17,270,42,179
1774596414,129026,6,6,6,271,90,168
1774596414,129029,2,2,2,280,261,493
1774596414,129539,1,1,1,279,279,19
1774596414,129540,1,1,1,280,280,30
1774596414,130306,4,4,4,271,110,142
1774596414,130310,2,2,2,270,150,60
1774596414,130311,2,2,2,271,151,70
1774596414,130312,1,1,1,279,279,28
1774596414,130314,1,1,1,280,280,29
1774596414,130316,1,1,1,271,271,249
1774596414,130323,1,1,1,270,270,10
1774596414,130578,5,5,5,270,99,181
1774596414,130843,10,10,10,270,71,199
1774596414,65280,28,28,28,720,71,395
1774596414,126992,10,10,10,730,240,1103
1774596414,127245,57,57,57,711,59,859
1774596414,127250,116,116,116,730,60,1154
1774596414,127251,31,31,31,711,71,505
1774596414,127252,29,29,29,711,71,448
1774596414,127257,29,29,29,720,70,462
1774596414,127258,29,29,29,729,70,465
1774596414,127488,58,58,58,719,78,1254
1774596414,127493,58,58,58,720,78,1165
1774596414,129025,47,47,47,729,41,453
1774596414,129026,16,16,16,750,90,514
1774596414,129029,8,8,8,951,270,1733
1774596414,129038,4,4,4,1449,1189,1777
1774596414,129539,3,3,3,700,281,225
1774596414,129540,3,3,3,700,279,156
1774596414,129793,1,1,1,471,471,141
1774596414,130306,11,11,11,700,111,320
1774596414,130310,6,6,6,700,170,311
1774596414,130311,5,5,5,700,161,165
1774596414,130312,2,2,2,441,440,600
1774596414,130314,2,2,2,440,440,600
1774596414,130316,1,1,1,440,440,169
1774596414,130323,3,3,3,700,289,239
1774596414,130577,4,4,4,979,281,244
1774596414,130578,12,12,12,750,99,337
1774596414,130843,29,29,29,730,71,448
1774596415,65280,11,11,11,281,70,195
1774596415,126992,3,3,3,260,220,449
1774596415,127245,22,22,22,289,69,542
1774596415,127250,43,43,43,270,50,404
1774596415,127251,12,12,12,280,70,194
1774596415,127252,11,11,11,289,70,176
1774596415,127257,11,11,11,280,69,170
1774596415,127258,11,11,11,271,70,201
1774596415,127488,22,22,22,281,61,547
1774596415,127493,22,22,22,280,61,508
1774596415,129025,17,17,17,271,41,145
1774596415,129026,5,5,5,260,89,158
1774596415,129029,2,2,2,259,250,481
1774596415,129539,1,1,1,251,251,9
1774596415,129540,1,1,1,260,260,100
1774596415,130306,5,5,5,310,110,153
1774596415,130310,2,2,2,260,149,68
1774596415,130311,2,2,2,259,149,79
1774596415,130312,1,1,1,510,510,509
1774596415,130314,1,1,1,510,510,510
1774596415,130316,1,1,1,519,519,79
1774596415,130323,1,1,1,260,260,9
1774596415,130577,1,1,1,251,251,9
1774596415,130578,4,4,4,251,99,129
1774596415,130843,10,10,10,259,70,183
1774596415,65280,30,30,30,740,80,471
1774596415,126992,7,7,7,619,230,905
1774596415,127245,56,56,56,731,70,799
1774596415,127250,113,113,113,730,59,1080
1774596415,127251,30,30,30,731,71,481
1774596415,127252,28,28,28,722,71,388
1774596415,127257,28,28,28,729,70,495
1774596415,127258,28,28,28,729,79,481
1774596415,127488,56,56,56,721,70,1389
1774596415,127493,56,56,56,721,70,1277
1774596415,129025,46,46,46,730,41,449
1774596415,129026,15,15,15,750,90,476
1774596415,129029,6,6,6,620,260,1121
1774596415,129038,4,4,4,951,771,1420
1774596415,129039,1,1,1,7019,7019,6238
1774596415,129539,2,2,2,610,350,189
1774596415,129540,5,5,5,950,270,560
1774596415,129793,1,1,1,1220,1220,749
1774596415,129794,1,1,1,2550,2550,4390
1774596415,130306,11,11,11,699,119,390
1774596415,130310,5,5,5,730,199,204
1774596415,130311,5,5,5,721,191,220
1774596415,130312,2,2,2,619,610,701
1774596415,130314,2,2,2,619,610,701
1774596415,130316,1,1,1,611,611,92
1774596415,130323,2,2,2,610,349,177
1774596415,130577,2,2,2,619,349,177
1774596415,130578,12,12,12,760,99,357
1774596415,130843,29,29,29,741,71,390
1774596416,65280,10,10,10,269,72,155
1774596416,126992,3,3,3,340,292,556
1774596416,127245,20,20,20,260,61,260
1774596416,127250,41,41,41,269,60,456
1774596416,127251,12,12,12,278,71,197
1774596416,127252,10,10,10,260,71,148
1774596416,127257,10,10,10,260,70,191
1774596416,127258,10,10,10,260,70,187
1774596416,127488,20,20,20,260,69,504
1774596416,127493,20,20,20,268,69,504
1774596416,129025,16,16,16,260,41,138
1774596416,129026,5,5,5,260,90,171
1774596416,129029,2,2,2,340,330,640
1774596416,129539,1,1,1,350,350,90
1774596416,129540,1,1,1,260,260,180
1774596416,129793,1,1,1,490,490,730
1774596416,130306,4,4,4,260,110,170
1774596416,130310,2,2,2,229,150,113
1774596416,130311,2,2,2,230,150,101
1774596416,130312,1,1,1,341,341,332
1774596416,130314,1,1,1,341,341,332
1774596416,130316,1,1,1,340,340,271
1774596416,130323,1,1,1,349,349,88
1774596416,130577,1,1,1,340,340,70
1774596416,130578,4,4,4,260,91,107
1774596416,130843,10,10,10,260,79,197
1774596416,65280,25,25,25,671,71,492
1774596416,126992,6,6,6,621,320,1065
1774596416,127245,54,54,54,719,60,600
1774596416,127250,104,104,104,681,61,997
1774596416,127251,27,27,27,671,70,425
1774596416,127252,27,27,27,689,79,417
1774596416,127257,27,27,27,690,80,454
1774596416,127258,27,27,27,690,71,440
1774596416,127488,54,54,54,690,79,1296
1774596416,127493,54,54,54,682,79,1204
1774596416,129025,42,42,42,719,51,453
1774596416,129026,13,13,13,681,101,438
1774596416,129029,4,4,4,620,340,1124
1774596416,129539,2,2,2,620,360,190
1774596416,129540,2,2,2,630,360,100
1774596416,129793,2,2,2,819,529,278
1774596416,129794,1,1,1,350,350,2200
1774596416,130306,10,10,10,680,111,266
1774596416,130310,6,6,6,732,160,255
1774596416,130311,6,6,6,732,160,251
1774596416,130312,1,1,1,620,620,279
1774596416,130314,1,1,1,620,620,279
1774596416,130316,1,1,1,629,629,289
1774596416,130323,2,2,2,621,360,187
1774596416,130577,2,2,2,621,351,151
1774596416,130578,11,11,11,681,101,334
1774596416,130843,27,27,27,690,70,396
1774596417,65280,10,10,10,260,70,174
1774596417,126992,3,3,3,260,220,440
1774596417,127245,20,20,20,270,49,362
1774596417,127250,41,41,41,320,60,477
1774596417,127251,11,11,11,260,70,197
1774596417,127252,10,10,10,261,70,197
1774596417,127257,10,10,10,261,70,172
1774596417,127258,11,11,11,320,71,215
1774596417,127488,20,20,20,268,69,472
1774596417,127493,20,20,20,268,78,472
1774596417,129025,17,17,17,291,41,147
1774596417,129026,5,5,5,268,98,185
1774596417,129029,2,2,2,261,251,482
1774596417,129038,1,1,1,1429,1429,1368
1774596417,129539,1,1,1,260,260,100
1774596417,129540,1,1,1,260,260,100
1774596417,129793,1,1,1,331,331,41
1774596417,130306,4,4,4,260,111,141
1774596417,130310,2,2,2,259,149,77
1774596417,130311,2,2,2,267,157,101
1774596417,130312,1,1,1,269,269,351
1774596417,130314,1,1,1,270,270,350
1774596417,130323,1,1,1,260,260,100
1774596417,130577,1,1,1,269,269,82
1774596417,130578,4,4,4,260,98,149
1774596417,130843,10,10,10,260,70,181
1774596417,65280,29,29,29,780,80,551
1774596417,126992,12,12,12,910,221,1476
1774596417,127245,58,58,58,751,70,1349
1774596417,127250,116,116,116,730,60,1122
1774596417,127251,33,33,33,789,80,624
1774596417,127252,29,29,29,789,89,527
1774596417,127257,29,29,29,790,80,502
1774596417,127258,29,29,29,731,79,519
1774596417,127488,58,58,58,790,81,1497
1774596417,127493,58,58,58,790,81,1485
1774596417,129025,48,48,48,730,51,455
1774596417,129026,15,15,15,791,100,650
1774596417,129029,7,7,7,899,251,1519
1774596417,129038,4,4,4,720,340,1837
1774596417,129539,4,4,4,910,269,187
1774596417,129540,3,3,3,750,270,100
1774596417,129793,2,2,2,769,429,187
1774596417,130306,12,12,12,791,120,444
1774596417,130310,7,7,7,799,151,220
1774596417,130311,7,7,7,791,159,248
1774596417,130312,1,1,1,481,481,212
1774596417,130314,1,1,1,480,480,210
1774596417,130316,1,1,1,750,750,121
1774596417,130323,4,4,4,909,261,165
1774596417,130577,4,4,4,900,269,217
1774596417,130578,11,11,11,789,108,410
1774596417,130843,29,29,29,769,79,523
1774596418,65280,10,10,10,290,71,167
1774596418,126992,2,2,2,250,240,430
1774596418,127245,18,18,18,260,60,246
1774596418,127250,38,38,38,270,60,379
1774596418,127251,11,11,11,281,70,199
1774596418,127252,9,9,9,269,79,203
1774596418,127257,9,9,9,260,80,196
1774596418,127258,9,9,9,260,71,178
1774596418,127488,18,18,18,261,79,466
1774596418,127493,18,18,18,261,80,470
1774596418,129025,15,15,15,270,50,201
1774596418,129026,4,4,4,270,100,180
1774596418,129029,1,1,1,10,10,139
1774596418,129038,2,2,2,250,211,293
1774596418,129039,2,2,2,2511,2460,6968
1774596418,129539,1,1,1,280,280,129
1774596418,129540,1,1,1,170,170,90
1774596418,130306,4,4,4,291,110,185
1774596418,130310,2,2,2,281,160,120
1774596418,130311,2,2,2,290,161,121
1774596418,130312,2,2,2,710,700,909
1774596418,130314,2,2,2,710,710,940
1774596418,130316,1,1,1,702,702,48
1774596418,130323,1,1,1,282,282,123
1774596418,130577,1,1,1,290,290,140
1774596418,130578,3,3,3,230,100,90
1774596418,130843,10,10,10,282,79,179
1774596418,65280,27,27,27,720,80,532
1774596418,126992,9,9,9,740,230,1227
1774596418,127245,56,56,56,740,60,701
1774596418,127250,109,109,109,729,60,1176
1774596418,127251,30,30,30,730,80,601
1774596418,127252,28,28,28,741,80,529
1774596418,127257,28,28,28,740,79,606
1774596418,127258,27,27,27,720,71,505
1774596418,127488,56,56,56,740,79,1415
1774596418,127493,56,56,56,740,80,1347
1774596418,129025,43,43,43,710,42,461
1774596418,129026,13,13,13,700,101,464
1774596418,129029,6,6,6,770,270,1353
1774596418,129038,3,3,3,240,119,118
1774596418,129539,3,3,3,750,270,103
1774596418,129540,3,3,3,750,270,150
1774596418,129793,1,1,1,541,541,201
1774596418,130306,11,11,11,739,120,429
1774596418,130310,6,6,6,749,151,156
1774596418,130311,5,5,5,740,211,293
1774596418,130312,1,1,1,740,740,730
1774596418,130314,1,1,1,740,740,740
1774596418,130316,1,1,1,748,748,46
1774596418,130323,3,3,3,748,269,131
1774596418,130577,2,2,2,480,270,80
1774596418,130578,11,11,11,750,101,303
1774596418,130843,28,28,28,720,79,594
1774596419,65280,11,11,11,280,79,207
1774596419,126992,3,3,3,260,219,436
1774596419,127245,22,22,22,270,41,140
1774596419,127250,44,44,44,271,60,429
1774596419,127251,12,12,12,270,80,201
1774596419,127252,11,11,11,270,71,170
1774596419,127257,10,10,10,260,70,178
1774596419,127258,11,11,11,280,71,189
1774596419,127488,20,20,20,260,70,420
1774596419,127493,20,20,20,260,70,412
1774596419,129025,19,19,19,290,42,216
1774596419,129026,5,5,5,260,90,160
1774596419,129029,2,2,2,260,250,471
1774596419,129539,1,1,1,260,260,1
1774596419,129540,1,1,1,260,260,40
1774596419,129793,1,1,1,639,639,98
1774596419,130306,4,4,4,260,111,163
1774596419,130310,2,2,2,260,149,77
1774596419,130311,2,2,2,260,150,80
1774596419,130323,1,1,1,260,260,9
1774596419,130577,2,2,2,520,261,53
1774596419,130578,4,4,4,260,91,84
1774596419,130843,11,11,11,280,70,189
1774596419,65280,27,27,27,730,110,584
1774596419,126992,9,9,9,720,221,1145
1774596419,127245,55,55,55,730,59,845
1774596419,127250,108,108,108,730,69,1179
1774596419,127251,30,30,30,730,109,624
1774596419,127252,27,27,27,730,80,514
1774596419,127257,27,27,27,729,80,527
1774596419,127258,27,27,27,729,80,534
1774596419,127488,56,56,56,740,80,1352
1774596419,127493,55,55,55,740,80,1229
1774596419,129025,44,44,44,729,50,457
1774596419,129026,15,15,15,770,100,565
1774596419,129029,6,6,6,720,250,1284
1774596419,129038,2,2,2,1381,810,930
1774596419,129539,3,3,3,720,261,123
1774596419,129540,2,2,2,720,460,400
1774596419,130306,11,11,11,729,119,455
1774596419,130310,5,5,5,721,191,226
1774596419,130311,5,5,5,720,200,260
1774596419,130312,2,2,2,720,460,480
1774596419,130314,2,2,2,720,460,480
1774596419,130316,1,1,1,711,711,37
1774596419,130323,3,3,3,720,260,120
1774596419,130577,3,3,3,721,261,120
1774596419,130578,11,11,11,729,109,344
1774596419,130843,27,27,27,729,79,519
1774596420,65280,11,11,11,269,69,174
1774596420,126992,3,3,3,229,190,419
1774596420,127245,22,22,22,270,68,348
1774596420,127250,44,44,44,270,51,436
1774596420,127251,12,12,12,270,69,186
1774596420,127252,11,11,11,270,70,151
1774596420,127257,11,11,11,271,69,198
1774596420,127258,11,11,11,271,70,173
1774596420,127488,21,21,21,270,70,458
1774596420,127493,22,22,22,270,70,433
1774596420,129025,18,18,18,270,50,230
1774596420,129026,5,5,5,250,89,165
1774596420,129029,2,2,2,450,440,860
1774596420,129539,1,1,1,190,190,71
1774596420,129540,1,1,1,450,450,190
1774596420,130306,5,5,5,291,118,220
1774596420,130310,3,3,3,299,150,262
1774596420,130311,3,3,3,299,149,257
1774596420,130323,1,1,1,190,190,70
1774596420,130577,1,1,1,190,190,71
1774596420,130578,4,4,4,291,91,69
1774596420,130843,11,11,11,279,70,144
1774596420,65280,26,26,26,731,80,493
1774596420,126992,6,6,6,691,400,1176
1774596420,127245,52,52,52,730,70,687
1774596420,127250,105,105,105,731,60,1202
1774596420,127251,28,28,28,730,80,526
1774596420,127252,26,26,26,730,80,515
1774596420,127257,27,27,27,741,71,478
1774596420,127258,27,27,27,741,71,462
1774596420,127488,53,53,53,731,70,1205
1774596420,127493,53,53,53,731,70,1313
1774596420,129025,41,41,41,701,51,445
1774596420,129026,13,13,13,751,110,481
1774596420,129029,5,5,5,690,260,944
1774596420,129038,2,2,2,989,810,870
1774596420,129539,2,2,2,699,440,250
1774596420,129540,3,3,3,700,270,380
1774596420,129793,2,2,2,1701,1341,1683
1774596420,130306,10,10,10,699,111,397
1774596420,130310,5,5,5,691,160,143
1774596420,130311,5,5,5,700,169,202
1774596420,130312,1,1,1,709,709,449
1774596420,130314,1,1,1,709,709,449
1774596420,130316,1,1,1,710,710,1
1774596420,130323,2,2,2,691,431,241
1774596420,130577,2,2,2,699,440,250
1774596420,130578,11,11,11,750,111,447
1774596420,130843,26,26,26,710,79,522
1774596421,65280,10,10,10,260,70,159
1774596421,126992,3,3,3,260,220,419
1774596421,127245,21,21,21,270,61,249
1774596421,127250,41,41,41,269,60,431
1774596421,127251,11,11,11,260,70,177
1774596421,127252,10,10,10,260,70,194
1774596421,127257,10,10,10,268,78,225
1774596421,127258,10,10,10,269,78,230
1774596421,127488,20,20,20,260,69,503
1774596421,127493,20,20,20,268,69,427
1774596421,129025,17,17,17,300,50,223
1774596421,129026,5,5,5,268,98,184
1774596421,129029,2,2,2,270,251,473
1774596421,129539,1,1,1,260,260,180
1774596421,129540,1,1,1,260,260,10
1774596421,129793,1,1,1,349,349,11
1774596421,130306,4,4,4,261,110,146
1774596421,130310,2,2,2,269,150,71
1774596421,130311,2,2,2,261,151,83
1774596421,130312,1,1,1,700,700,9
1774596421,130314,1,1,1,700,700,9
1774596421,130316,1,1,1,700,700,10
1774596421,130323,1,1,1,260,260,171
1774596421,130577,1,1,1,260,260,180
1774596421,130578,4,4,4,260,99,119
1774596421,130843,11,11,11,291,71,187
1774596421,65280,27,27,27,730,72,454
1774596421,126992,9,9,9,800,250,1352
1774596421,127245,52,52,52,730,41,702
1774596421,127250,106,106,106,731,60,1123
1774596421,127251,30,30,30,739,72,523
1774596421,127252,26,26,26,740,79,418
1774596421,127257,26,26,26,731,71,424
1774596421,127258,26,26,26,731,70,452
1774596421,127488,52,52,52,739,70,1338
1774596421,127493,52,52,52,731,71,1318
1774596421,129025,43,43,43,731,51,589
1774596421,129026,13,13,13,681,111,553
1774596421,129029,6,6,6,791,271,1421
1774596421,129038,3,3,3,860,780,1371
1774596421,129539,3,3,3,791,281,52
1774596421,129540,3,3,3,790,280,60
1774596421,129793,1,1,1,211,211,138
1774596421,130306,11,11,11,741,140,500
1774596421,130310,5,5,5,681,171,197
1774596421,130311,5,5,5,689,179,254
1774596421,130312,3,3,3,791,541,923
1774596421,130314,3,3,3,791,541,920
1774596421,130316,2,2,2,800,550,450
1774596421,130323,3,3,3,800,290,70
1774596421,130577,3,3,3,800,281,52
1774596421,130578,10,10,10,680,120,370
1774596421,130843,26,26,26,709,70,463
1774596422,65280,11,11,11,280,80,252
1774596422,126992,3,3,3,260,220,437
1774596422,127245,22,22,22,270,59,458
1774596422,127250,42,42,42,269,68,439
1774596422,127251,12,12,12,271,71,219
1774596422,127252,11,11,11,270,70,180
1774596422,127257,10,10,10,261,78,177
1774596422,127258,10,10,10,260,79,180
1774596422,127488,20,20,20,261,70,399
1774596422,127493,20,20,20,261,70,375
1774596422,129025,16,16,16,260,51,190
1774596422,129026,6,6,6,320,98,240
1774596422,129029,2,2,2,259,249,478
1774596422,129539,1,1,1,261,261,11
1774596422,129540,1,1,1,270,270,30
1774596422,130306,4,4,4,259,119,159
1774596422,130310,2,2,2,260,150,60
1774596422,130311,2,2,2,260,159,87
1774596422,130323,1,1,1,260,260,10
1774596422,130577,1,1,1,251,251,1
1774596422,130578,5,5,5,330,99,204
1774596422,130843,11,11,11,290,71,216
1774596422,65280,28,28,28,710,71,449
1774596422,126992,9,9,9,660,229,1048
1774596422,127245,57,57,57,720,69,944
1774596422,127250,115,115,115,720,61,1146
1774596422,127251,32,32,32,710,71,448
1774596422,127252,28,28,28,710,79,414
1774596422,127257,29,29,29,729,79,519
1774596422,127258,29,29,29,729,71,464
1774596422,127488,58,58,58,728,79,1399
1774596422,127493,58,58,58,729,79,1322
1774596422,129025,46,46,46,729,51,587
1774596422,129026,14,14,14,720,99,510
1774596422,129029,6,6,6,661,261,1206
1774596422,129038,1,1,1,721,721,671
1774596422,129539,3,3,3,659,269,277
1774596422,129540,3,3,3,660,260,250
1774596422,129793,2,2,2,1570,1229,1906
1774596422,130306,12,12,12,719,111,354
1774596422,130310,7,7,7,770,160,400
1774596422,130311,7,7,7,770,151,394
